編號,銀行,信用卡,國內現金回饋,國外現金回饋,關鍵字,產品特色,限制,首刷禮,首刷優惠,手續費,年費,最低年收入,最低年齡,,,
208,元大銀行,Wi-Ho!Online聯名卡,1.20%,2.20%,旅遊優惠,"國內消費1.2%現金回饋;海外消費享現金回饋2.2%
海外旅遊最多7天免費租用< Wi-Ho! >行動上網分享器","無通路限制，回饋無上限
持卡人於該次海外行程之海外消費累計滿NT3萬以上，才可享該次海外行程最多7天免費租用< Wi-Ho! >．活動至2018/6/30",N/A,N/A,1.50%,"正卡年費:白金卡NT$1800 首年免年費
免年費條件：首年免年費，每卡當年度消費達NT$150,000(含)以上",N/A,20,0.0340,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
209,元大銀行,鑽金一卡通聯名卡,1.00%,2.00%,N/A,"國內消費享1%現金回饋 ；國外消費享2%現金回饋。 無消費門檻，無通路限制，回饋無上限
無消費門檻，無通路限制，回饋無上限，刷越多回饋越多
暢遊全球190國免費Wi-Fi上網","回饋金計算以持卡人當期結帳日永久信用額度內之一般消費金額為限。回饋有效期限為6個月，到期自動歸零
元大鑽金icash聯名卡持卡人於該次海外行程之海外消費累計滿NT$30,000，即可享該次海外行程最多5天免費租用行動上網分享器。活動至2018/6/30",N/A,N/A,1.50%,"正卡年費：NT$1800 首年免年費
免年費條件：申請電子帳單且取消實體帳單之持卡人，於電子帳單申請期間可享免年費之優惠。",N/A,20,0.0300,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
210,元大銀行,分享卡,1.18%,0.00%,通路聯名,"於指定商店購物、國外消費享8期0利率0帳管費，非指定商店消費4期0利率0帳管費
自訂金額以上自動分期，可設4/8期、12期、18期、24期四種",分期設定改變有變更設定手續費，且有提前清償違約金,N/A,N/A,1.50%,"正卡年費:白金卡NT$2000,,御璽卡NT$3000 首年免年費
免年費條件：白金卡自核卡日起每年刷卡消費NT$12,000(含)以上，或每年刷卡12次即可享次年免年費；御璽卡/ 鈦金卡/晶緻卡正卡自核卡日起每年刷卡消費自動加值6次(含)或NT$30,000(含)以上即可享次年免年費","$200,000",20,0.0118,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
211,元大銀行,現賺IPASS卡,1.10%,2.00%,電子支付功能(悠遊卡、一卡通、iCash),"海外新增消費不限金額享2%現金回饋
國內新增消費滿NT$4,000(含)以上的簽帳金額，享有1.1%現金回饋；指定網路消費/自動加值，享2%現金回饋
一卡通自動加值免手續費；持一卡通聯名卡搭乘高雄捷運、公車及公共腳踏車享票價或轉乘優惠。","國內外新增消費合計當期最高回饋上限1,000元
適用通路：東森購物、森森購物、MOMO購物網、Yahoo奇摩(購物中心、超級商城、拍賣)、PChome線上購物(商店街)、UDN買東西、樂天市場購物網、viva購物網商城。活動期限至2018/6/30
指定數位/網路商店刷卡消費回饋，每戶每月最高回饋100元",N/A,N/A,1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：現賺御璽卡正卡自核卡日起每年刷卡消費自動加值6次(含)或NT$30,000(含)以上即可享次年免年費；白金卡自核卡日起每年刷卡消費NT$12,000(含)以上，或每年刷卡12次即可享次年免年費。金卡、普卡自核卡日起每年刷卡消費NT$6,000(含)以上，或每年刷卡6次即可享次年免年費","$200,000",20,0.0310,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
212,元大銀行,樂遊卡,1.00%,0.00%,"加油停車
","不限加油站最高享5%現金回饋
國內消費（不含加油類消費）享現金回饋1%，無消費門檻，回饋無上限",元大樂遊卡於當期帳單新增一般消費(不含加油消費)達3筆NT$588(含)以上，加油類消費(限交易地點於台灣)享5%超級紅利回饋(超級紅利1點=現金回饋1元)，每卡每月最高回饋NT$100，若未達前述門檻，則依國內消費享1%超級紅利回饋。活動至2018/6/30,N/A,N/A,1.50%,"正卡年費:晶緻卡NT$600 首年免年費
免年費條件：年度消費達NT$36,000(含)以上或申請電子帳單",N/A,20,0.0100,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
213,元大銀行,藝術白金卡,0.50%,1.00%,N/A,"國內消費0.5%現金回饋
海外消費或代繳保費可享1%現金回饋",至2018/6/30。,N/A,N/A,1.50%,"正卡年費:白金卡NT$900 首年免年費
免年費條件：年度消費達NT$36,000(含)以上或申請電子帳單",N/A,20,0.0150,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
214,元大銀行,世界卡,0.30%,0.50%,"加油停車
通路聯名","每月帳單新增一般消費達NT$20,000：享國內加油站、國內電信簽帳金額享10%現金回饋、國內飯店住宿享5%現金回饋，其他一般消費享0.3%現金回饋
海外消費減免0.5%手續費
刷保費加碼享最該1%回饋",,N/A,N/A,1.50%,首年免年費,"$1,000,000",20,0.0080,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
215,元大銀行,新世代卡,0.00%,0.00%,加油停車,"國內消費享1%現金回饋
於台亞、鯨世界、福懋及西歐自助加油每公升折1元，活動至2018/6/30",,N/A,N/A,1.50%,"正卡年費:晶緻卡NT$600/ 首年免年費
免年費條件：年度消費達NT$36,000(含)以上或申請電子帳單",N/A,20,0.0000,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
216,元大銀行,Life卡,0.00%,0.00%,N/A,"國內消費每20元回饋1點紅利，海外消費每20元回饋3點
代繳保費享現金回饋1.2%
元大人壽保費 6期分期0利率",N/A,N/A,N/A,1.50%,"正卡年費:晶緻卡NT$900/ 首年免年費
免年費條件：年度消費達NT$36,000(含)以上或申請電子帳單",N/A,20,0.0000,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
217,元大銀行,一番卡,0.00%,0.00%,N/A,"國內消費每20元回饋1點紅利
海外消費或代扣繳保費每20元回饋3點。至2018/12/31。",,N/A,N/A,1.50%,"正卡年費:白金卡NT$900/ 首年免年費
免年費條件：年度消費達NT$36,000(含)以上或申請電子帳單",N/A,20,0.0000,https://images.1111.com.tw/oad/51743910.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiLrrfXyunbAhWUQd4KHc34B1IQFggnMAA&url=https%3A%2F%2Fwww.yuantabank.com.tw%2F&usg=AOvVaw1ygG155vrq4QEEmAeUlqod
218,遠東商銀 ,C'est Moi我的卡,0.00%,0.00%,通路聯名,"HAPPY GO點數最高4倍回饋：持卡至太平洋SOGO百貨、遠東百貨、遠東巨城購物中心、遠企購物中心、Go Happy快樂購物網享HAPPY GO點數最高4倍回饋(含原有點數)，點數回饋無上限．活動至2018/6/30。
HAPPY GO點數最高3倍：持卡至指定百貨公司、旅遊類型消費、海外消費享HAPPY GO點數最高3倍(含原有倍數)，點數回饋無上限。
遠東百貨購物9折","當期帳單新增刷卡消費達NT$5,000(含)以上，且須當期新增一般消費金額每滿NT$100 ，方可享有以上點數加碼優惠。
一般門檻：新戶於核卡次月底前消費3筆每筆滿NT999(含)或累積NT3,000(含)，即回饋HAPPY GO 1,200點或eTag折抵金NT500。優惠門檻：新戶於核卡次月底前：1.於遠銀HAPPY GO大紅利平台兌換任一商品 2.申辦信用卡e化服務(電子帳單、自動扣繳、公用事業費用代繳) 3.申辦eTag自動儲值服務。申辦上述3項服務任一成功者，且消費3筆不限金額，即回饋HAPPY GO 1,200點或eTag折抵金NT500。活動期間至2018/6/30。","首刷滿額好禮2選1：HAPPY GO 1,200點或eTAG折抵金NT500
一般門檻：新戶於核卡次月底前消費3筆每筆滿NT999(含)或累積NT3,000(含)，即回饋HAPPY GO 1,200點或eTag折抵金NT500。優惠門檻：新戶於核卡次月底前：1.於遠銀HAPPY GO大紅利平台兌換任一商品 2.申辦信用卡e化服務(電子帳單、自動扣繳、公用事業費用代繳) 3.申辦eTag自動儲值服務。申辦上述3項服務任一成功者，且消費3筆不限金額，即回饋HAPPY GO 1,200點或eTag折抵金NT500。活動期間至2018/6/30。",N/A,"1.5%
正卡年費:御璽卡NT$2000,白金卡NT$1200/免年費條件：白金卡 持卡年度不限金額任刷1筆；御璽卡 正附卡年度累積達NT$6萬 或 不限金額12次","正卡年費:御璽卡NT$2000,白金卡NT$1200 首年免年費
免年費條件：白金卡 持卡年度不限金額任刷1筆；御璽卡 正附卡年度累積達NT$6萬 或 不限金額12次",N/A,20,0.0000,https://cdn.101mediaimage.com/img/2017/12/13/1712155423spzgk.jpg,https://www.feib.com.tw/
219,遠東商銀 ,快樂信用卡,0.00%,0.00%,通路聯名,"遠東百貨 購物9折優惠 免費停車最高3小時/ SOGO百貨購物最優95折， 持卡（免消費）可享免費停車1小時，假日刷卡消費達指定門檻， 停車優惠再加贈1小時。
【HAPPY GO快樂購 萬家特店HAPPY GO集點最高2倍快】 一般刷卡消費，每刷滿NT$100即可累積1點HAPPY GO點數，於快樂購特約商店則可最高累積2點 （含特約商店提供點數）
【遠東商銀 200點兌NT$100】當期遠東快樂信用卡新增一般消費每滿NT$1萬，次期即享HAPPYGO200點兌NT$100購物折抵金優惠1次，正附卡合併計算，兌換上限NT$10,000",N/A,"快樂新戶，好禮10選1：500元遠東百貨商品券＋200元女、男、童裝抵用券/500元太平洋SOGO禮券＋SOGO贈品乙份/500元遠企現金券＋500元購物抵用券/500元遠東百貨商品券＋500元愛買線上購物購物金/friDay購物500元折價券+100元折價券x2張/遠東café自助式下午茶乙客兌換券/大廳茶軒早午餐or平日英式下午茶or週末繽紛吧一客兌換券/日本遠遊卡(出國上網卡/8日無限上網)/500元HappyCash折抵金/500元eTag折抵金
一般門檻：新戶核卡不限商店刷卡滿3筆，每筆滿NT$999（含）以上或累積一般消費滿NT$3,000（含）以上。 優惠門檻：遠銀HAPPY GO大紅利平台兌換任一商品、申辦信用卡e化服務＊ (電子帳單、自動扣繳、公共事業代扣繳)或申辦eTag自動儲值服務，申辦上述三項服務任一成功，且刷卡3筆不限金額。至2018/6/30止。",N/A,1.50%,"正卡年費:晶緻卡NT$2000 首年免年費
免年費條件：持卡年度任刷12筆或刷滿NT6萬",N/A,20,0.0000,https://cdn.101mediaimage.com/img/2017/12/13/1712155423spzgk.jpg,https://www.feib.com.tw/
220,遠東商銀 ,New Century MC卡,0.00%,0.00%,"美食
旅遊優惠
加油停車","台北/台南 遠東飯店遠東cafe兩人以上用餐一人免餐
全省遠東百貨免費停車
全球機場貴賓室服務",N/A,N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://cdn.101mediaimage.com/img/2017/12/13/1712155423spzgk.jpg,https://www.feib.com.tw/
221,遠東商銀 ,eTag 聯名卡,0.00%,0.00%,eTag,"首刷滿額贈eTag$500折抵金
一般商品刷滿100贈1點happy go點數",N/A,"新戶首刷好禮eTag折抵金500元或Happy GO 1,200點
一般門檻：新戶核卡不限商店刷卡滿3筆，每筆滿NT$999（含）以上或累積一般消費滿NT$3,000（含）以上。 優惠門檻：遠銀HAPPY GO大紅利平台兌換任一商品、申辦信用卡e化服務＊ (電子帳單、自動扣繳、公共事業代扣繳)或申辦eTag自動儲值服務，申辦上述三項服務任一成功，且刷卡3筆不限金額。至2018/6/30止。",N/A,1.50%,首年免年費,N/A,20,0.0000,https://cdn.101mediaimage.com/img/2017/12/13/1712155423spzgk.jpg,https://www.feib.com.tw/
222,遠東商銀 ,華信航空聯名卡,0.00%,0.00%,"美食
加油停車","桃園/高雄國際機場周邊免費停車各2次，每次最多7天，需於3個工作天前事先登錄。
台北/台南 遠東飯店遠東cafe兩人以上用餐一人免餐",N/A,N/A,N/A,1.50%,首年免年費,N/A,20,0.0000,https://cdn.101mediaimage.com/img/2017/12/13/1712155423spzgk.jpg,https://www.feib.com.tw/
223,渣打銀行,,0.00%,0.00%,"美食
高鐵","新增刷卡消費NT$10元，即享1點紅利積點 ; 國內百貨公司、飯店、餐廳消費天天享3倍紅利點數回饋 ; 海外消費一律享6倍紅利回饋
2018/12/31前，代扣繳保險費，除可享紅利積點外，再享額外1%現金回饋無上限！
消費滿額享高鐵購票85折優惠","使用機場接送或機場貴賓室服務，需於使用該服務月份往前溯及1個月(含使用當月，共計2個月)刷卡購買當次國際線全額機票或支付當次國外旅遊團費80%以上
前月新增消費達NT$20,000(含)以上，次月可享高鐵標準車廂購票85折優惠，每人每月優惠上限2張(正、附卡合併計算)
旅平險最高NT$5000萬","渣打信用卡新戶首刷好禮2選1：24吋玫瑰金行李箱或刷卡金NT$500
全新申辦渣打現金回饋御璽卡(非線上申辦)、無限卡、TheShoppingCard、昇利卡，享首月刷NT$3000送24吋玫瑰金行李箱或刷卡金NT$500。活動即日起至2018/6/30。","<活動一>消費滿額享高鐵購票85折優惠
<活動二>刷無限卡繳保費享1%現金回饋
<活動一>渣打優先理財無限卡持卡人前月新增消費達NT$20,000(含)以上，次月可享購票85折優惠，每人每月優惠上限2張(正、附卡合併計算)。至2018/12/31。
<活動二>活動期間內成功以渣打優先理財無限卡刷卡代扣繳保險費，除可享紅利積點外，再享額外1%現金回饋無上限！(扣繳單筆金額須達NT$50,000(含)以上，不含國外或外幣保單交易) 。至2018/12/31。",1.50%,首年免年費,"$1,800,000",20,0.0000,https://upload.wikimedia.org/wikipedia/zh/thumb/a/a9/Standard_Chartered_Bank.svg/1200px-Standard_Chartered_Bank.svg.png,https://www.sc.com/tw/
224,渣打銀行,昇利卡(紅利回饋),0.00%,0.00%,里程累積,"一般新增刷卡消費NT$10 = 1點 ; 特定通路享2倍紅利積點無上限，刷越多回饋越多特定通路享2倍紅利積點無上限，刷越多回饋越多 (刷卡加油、購買客運、高鐵、火車車票、航空機票、支付旅行社、飯店旅館住宿費用等通路）
預約桃園/小港國際機場接送服務享卡友優惠價，全年不限次數",N/A,"渣打信用卡新戶首刷好禮2選1：24吋玫瑰金行李箱或刷卡金NT$500
全新申辦渣打現金回饋御璽卡(非線上申辦)、無限卡、TheShoppingCard、昇利卡，享首月刷NT$3000送24吋玫瑰金行李箱或刷卡金NT$500。活動即日起至2018/6/30。",N/A,1.50%,"正卡年費:白金卡NT$5000 首年免年費
免年費條件：正卡年消費 24 次或累積消費 NT$24,000，即享次年 免年費","$240,000",20,0.0000,https://upload.wikimedia.org/wikipedia/zh/thumb/a/a9/Standard_Chartered_Bank.svg/1200px-Standard_Chartered_Bank.svg.png,https://www.sc.com/tw/
225,渣打銀行,TheShoppingCard分期卡,0.00%,0.00%,通路聯名,"新增消費達NT$3,000(含)以上可申請3期分期0%利率，6期分期9.99%利率，12期分期13.99%利率
ㄧ般消費NT$10/點;指定通路(全台指定各大百貨公司、超級市場、大賣場、網路及電視購物等)享2倍紅利回饋;每月8號指定商家消費享8倍紅利回饋
享一年15天不限次數的免費國際機場週邊停車服務（限白金卡）","如欲提前清償剩餘期數餘款者，將依提前清償時已繳款之分期期數以分段式遞減收取違約金。活動期間2018/6/30止。
每月8日指定商家列表請參閱銀行官網。","渣打信用卡新戶首刷好禮2選1：24吋玫瑰金行李箱或刷卡金NT$500
全新申辦渣打現金回饋御璽卡(非線上申辦)、無限卡、TheShoppingCard、昇利卡，享首月刷NT$3000送24吋玫瑰金行李箱或刷卡金NT$500。活動即日起至2018/6/30。",N/A,1.50%,"正卡年費:白金卡NT$2400 首年免年費
免年費條件：年度累積消費達NT$2.4萬 或 不限金額24次","$240,000",20,0.0000,https://upload.wikimedia.org/wikipedia/zh/thumb/a/a9/Standard_Chartered_Bank.svg/1200px-Standard_Chartered_Bank.svg.png,https://www.sc.com/tw/
226,渣打銀行,昇利卡(現金回饋),0.25%,0.25%,"停車加油
高鐵","加油、高鐵、海外消費等指定通路0.5％現金回饋，一般消費0.25％
預約桃園/小港國際機場接送服務享卡友優惠價，全年不限次數",N/A,"渣打信用卡新戶首刷好禮2選1：24吋玫瑰金行李箱或刷卡金NT$500
全新申辦渣打現金回饋御璽卡(非線上申辦)、無限卡、TheShoppingCard、昇利卡，享首月刷NT$3000送24吋玫瑰金行李箱或刷卡金NT$500。活動即日起至2018/6/30。",N/A,1.50%,"正卡年費:白金卡NT$2400 首年免年費
免年費條件：年度累積消費達NT$2.4萬 或 不限金額24次","$240,000",20,0.0050,https://upload.wikimedia.org/wikipedia/zh/thumb/a/a9/Standard_Chartered_Bank.svg/1200px-Standard_Chartered_Bank.svg.png,https://www.sc.com/tw/
227,渣打銀行,現金回饋御璽卡,6.88%,6.88%,"電影
通路聯名
旅遊優惠","國內或海外新增消費均享1.88%現金回饋；無消費門檻與通路限制
電影票優惠折扣最優75折 ZALORA享購物優惠8折起
國際機場停車優惠 - 無須登錄即享一年15天不限次數的免費桃園國際機場週邊停車服務；旅行平安保險最高三千萬","現金回饋活動期間自2017年11月23日至2018年12月31日止。
即日起至2018年12月31日活動期間內，刷渣打現金回饋御璽卡當月新增消費滿1筆NT$888(含)以上，即可享次月電影票價最優75折優惠(依影城官網訂票規定，取票時，影城櫃台將收取每張20元訂票手續費，每人每月購票限購8張)。
即日起~2018年12月31日，於ZALORA購物，刷渣打信用卡消費並輸入優惠代碼，立即享受購物優惠8折起","御璽卡新戶線上申辦最高6.88%現金回饋
即日起~2018/6/30前透過渣打銀行官網線上全新申辦渣打現金回饋御璽卡，再享核卡後三個月最高6.88%現金回饋 (即額外獲贈5%現金回饋，每月額外回饋上限NT$300，3個月回饋上限NT$900)。新戶線上申辦享最高6.88%現金回饋不得與迎新首刷好禮活動併行。",N/A,1.50%,"正卡年費:御璽卡NT$3600 首年免年費
免年費條件：正卡年消費 24 次或累積消費 NT$24,000，即享次年免年費","$360,000",20,0.1376,https://upload.wikimedia.org/wikipedia/zh/thumb/a/a9/Standard_Chartered_Bank.svg/1200px-Standard_Chartered_Bank.svg.png,https://www.sc.com/tw/
